S No.,Manufacturer/Importer Name and address,License Number,Name of Device and Device Class,Intended Use,Brand Name,Model Numbers,Issuing Authority,Action,Address,Intended,Price (INR),Specifications / Details
335,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: MFG/MD/2024/00943 Issued on: 22-OCT-2024,"Disposable Examination Gloves, class type: Class A",Worn during medical examinations and procedures to help prevent cross-contamination.,SafeGlove-Basic,SafeGlove-6809A,CLA - CDSCO,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",Worn during medical examinations and procedures to help prevent cross-contamination.,430,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
336,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2021/00927 Issued on: 20-JUN-2021,"First Aid Kit, class type: Class A",Collection of supplies and equipment used to give medical treatment.,AidPack-Pro,AidPack-9153A,CLA - CDSCO,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Collection of supplies and equipment used to give medical treatment.,670,Dimensions: Standard | Weight: Varies | Refer to manual for specs
337,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2020/00704 Issued on: 06-APR-2020,"First Aid Kit, class type: Class A",Collection of supplies and equipment used to give medical treatment.,AidPack-Max,AidPack-8321X,CLA - CDSCO,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Collection of supplies and equipment used to give medical treatment.,2100,Dimensions: Standard | Weight: Varies | Refer to manual for specs
338,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: MFG/MD/2023/00708 Issued on: 20-AUG-2023,"First Aid Kit, class type: Class A",Collection of supplies and equipment used to give medical treatment.,AidPack-Advance,AidPack-7095,SLA - Gujarat,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",Collection of supplies and equipment used to give medical treatment.,690,Dimensions: Standard | Weight: Varies | Refer to manual for specs
339,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: IMP/MD/2021/00631 Issued on: 06-AUG-2021,"First Aid Kit, class type: Class A",Collection of supplies and equipment used to give medical treatment.,AidPack-Ultra,AidPack-6136X,SLA - Delhi,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Collection of supplies and equipment used to give medical treatment.,1500,Dimensions: Standard | Weight: Varies | Refer to manual for specs
340,"Pioneer Health Systems, Sector V, Salt Lake, Kolkata, West Bengal",Licence no: MFG/MD/2020/00313 Issued on: 28-MAY-2020,"Hand Sanitizer (Medical Grade), class type: Class A",Liquid or gel generally used to decrease infectious agents on the hands.,MicroKill-Advance,MicroKill-1835A,SLA - Delhi,,"Legal Manufacturing Site : Pioneer Health Systems Unit, West Bengal",Liquid or gel generally used to decrease infectious agents on the hands.,560,Dimensions: Standard | Weight: Varies | Refer to manual for specs
341,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: MFG/MD/2022/00668 Issued on: 26-JUL-2022,"Hand Sanitizer (Medical Grade), class type: Class A",Liquid or gel generally used to decrease infectious agents on the hands.,MicroKill-Plus,MicroKill-1772A,SLA - Karnataka,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Liquid or gel generally used to decrease infectious agents on the hands.,300,Dimensions: Standard | Weight: Varies | Refer to manual for specs
342,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: IMP/MD/2022/00241 Issued on: 27-MAY-2022,"Hand Sanitizer (Medical Grade), class type: Class A",Liquid or gel generally used to decrease infectious agents on the hands.,MicroKill-Advance,MicroKill-6211X,SLA - Tamil Nadu,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",Liquid or gel generally used to decrease infectious agents on the hands.,790,Dimensions: Standard | Weight: Varies | Refer to manual for specs
343,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: IMP/MD/2024/00257 Issued on: 18-DEC-2024,"Hand Sanitizer (Medical Grade), class type: Class A",Liquid or gel generally used to decrease infectious agents on the hands.,MicroKill-Max,MicroKill-4146X,SLA - Gujarat,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Liquid or gel generally used to decrease infectious agents on the hands.,270,Dimensions: Standard | Weight: Varies | Refer to manual for specs
344,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: IMP/MD/2020/00742 Issued on: 10-JUN-2020,"Hand Sanitizer (Medical Grade), class type: Class A",Liquid or gel generally used to decrease infectious agents on the hands.,MicroKill-Max,MicroKill-8094B,SLA - Karnataka,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Liquid or gel generally used to decrease infectious agents on the hands.,760,Dimensions: Standard | Weight: Varies | Refer to manual for specs
345,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: MFG/MD/2020/00248 Issued on: 11-SEP-2020,"Hand Sanitizer (Medical Grade), class type: Class A",Liquid or gel generally used to decrease infectious agents on the hands.,MicroKill-Plus,MicroKill-3216A,SLA - Gujarat,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Liquid or gel generally used to decrease infectious agents on the hands.,190,Dimensions: Standard | Weight: Varies | Refer to manual for specs
346,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: IMP/MD/2018/00422 Issued on: 26-FEB-2018,"Hand Sanitizer (Medical Grade), class type: Class A",Liquid or gel generally used to decrease infectious agents on the hands.,MicroKill-Ultra,MicroKill-2273,SLA - Karnataka,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Liquid or gel generally used to decrease infectious agents on the hands.,210,Dimensions: Standard | Weight: Varies | Refer to manual for specs
347,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: MFG/MD/2024/00171 Issued on: 16-FEB-2024,"Ice Pack / Hot Pack, class type: Class A",Applied to the body to reduce swelling and pain (cold) or to relax muscles and improve circulation (hot).,ThermaRelief-X,ThermaRelief-1905X,SLA - Telangana,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Applied to the body to reduce swelling and pain (cold) or to relax muscles and improve circulation (hot).,210,Dimensions: Standard | Weight: Varies | Refer to manual for specs
348,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: MFG/MD/2020/00478 Issued on: 01-OCT-2020,"Ice Pack / Hot Pack, class type: Class A",Applied to the body to reduce swelling and pain (cold) or to relax muscles and improve circulation (hot).,ThermaRelief-Advance,ThermaRelief-1204X,SLA - Karnataka,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu",Applied to the body to reduce swelling and pain (cold) or to relax muscles and improve circulation (hot).,570,Dimensions: Standard | Weight: Varies | Refer to manual for specs
349,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: MFG/MD/2024/00794 Issued on: 01-OCT-2024,"Ice Pack / Hot Pack, class type: Class A",Applied to the body to reduce swelling and pain (cold) or to relax muscles and improve circulation (hot).,ThermaRelief-Max,ThermaRelief-3976X,SLA - Karnataka,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",Applied to the body to reduce swelling and pain (cold) or to relax muscles and improve circulation (hot).,510,Dimensions: Standard | Weight: Varies | Refer to manual for specs
350,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: IMP/MD/2023/00413 Issued on: 25-JUL-2023,"Infrared Forehead Thermometer, class type: Class B",Measures surface temperature of the forehead non-invasively using infrared technology.,ScanTemp-Basic,ScanTemp-4062,SLA - Tamil Nadu,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Measures surface temperature of the forehead non-invasively using infrared technology.,2400,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
351,"Pioneer Health Systems, Sector V, Salt Lake, Kolkata, West Bengal",Licence no: MFG/MD/2018/00673 Issued on: 01-APR-2018,"Infrared Forehead Thermometer, class type: Class B",Measures surface temperature of the forehead non-invasively using infrared technology.,ScanTemp-Pro,ScanTemp-7831X,SLA - Gujarat,,"Legal Manufacturing Site : Pioneer Health Systems Unit, West Bengal",Measures surface temperature of the forehead non-invasively using infrared technology.,2900,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
352,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: IMP/MD/2024/00485 Issued on: 04-NOV-2024,"Infrared Forehead Thermometer, class type: Class B",Measures surface temperature of the forehead non-invasively using infrared technology.,ScanTemp-Basic,ScanTemp-8158A,SLA - Delhi,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Measures surface temperature of the forehead non-invasively using infrared technology.,2500,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
353,"Pioneer Health Systems, Sector V, Salt Lake, Kolkata, West Bengal",Licence no: MFG/MD/2023/00869 Issued on: 18-OCT-2023,"Infrared Forehead Thermometer, class type: Class B",Measures surface temperature of the forehead non-invasively using infrared technology.,ScanTemp-Max,ScanTemp-9509B,SLA - Gujarat,,"Legal Manufacturing Site : Pioneer Health Systems Unit, West Bengal",Measures surface temperature of the forehead non-invasively using infrared technology.,1300,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
354,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: MFG/MD/2022/00232 Issued on: 22-MAR-2022,"Infrared Forehead Thermometer, class type: Class B",Measures surface temperature of the forehead non-invasively using infrared technology.,ScanTemp-Advance,ScanTemp-4967A,SLA - Telangana,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",Measures surface temperature of the forehead non-invasively using infrared technology.,1500,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
355,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: MFG/MD/2023/00558 Issued on: 21-APR-2023,"Infrared Forehead Thermometer, class type: Class B",Measures surface temperature of the forehead non-invasively using infrared technology.,ScanTemp-Elite,ScanTemp-4226B,SLA - Maharashtra,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat",Measures surface temperature of the forehead non-invasively using infrared technology.,1600,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
356,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: MFG/MD/2021/00229 Issued on: 11-SEP-2021,"Infrared Forehead Thermometer, class type: Class B",Measures surface temperature of the forehead non-invasively using infrared technology.,ScanTemp-Elite,ScanTemp-5955A,SLA - Tamil Nadu,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",Measures surface temperature of the forehead non-invasively using infrared technology.,2200,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
357,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: MFG/MD/2018/00248 Issued on: 03-OCT-2018,"Infrared Forehead Thermometer, class type: Class B",Measures surface temperature of the forehead non-invasively using infrared technology.,ScanTemp-Advance,ScanTemp-5335X,CLA - CDSCO,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",Measures surface temperature of the forehead non-invasively using infrared technology.,2200,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
358,"Pioneer Health Systems, Sector V, Salt Lake, Kolkata, West Bengal",Licence no: IMP/MD/2019/00693 Issued on: 04-OCT-2019,"Knee Brace / Support, class type: Class A",Worn around the knee to support a painful or injured joint.,OrthoSupport-Max,OrthoSupport-8123B,SLA - Karnataka,,"Legal Manufacturing Site : Pioneer Health Systems Unit, West Bengal",Worn around the knee to support a painful or injured joint.,1800,Dimensions: Standard | Weight: Varies | Refer to manual for specs
359,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: MFG/MD/2023/00834 Issued on: 01-JAN-2023,"Knee Brace / Support, class type: Class A",Worn around the knee to support a painful or injured joint.,OrthoSupport-Ultra,OrthoSupport-1285X,SLA - Karnataka,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Worn around the knee to support a painful or injured joint.,1600,Dimensions: Standard | Weight: Varies | Refer to manual for specs
360,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: MFG/MD/2021/00892 Issued on: 03-APR-2021,"Knee Brace / Support, class type: Class A",Worn around the knee to support a painful or injured joint.,OrthoSupport-Elite,OrthoSupport-8329,SLA - Telangana,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Worn around the knee to support a painful or injured joint.,1600,Dimensions: Standard | Weight: Varies | Refer to manual for specs
361,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: IMP/MD/2022/00218 Issued on: 15-SEP-2022,"Knee Brace / Support, class type: Class A",Worn around the knee to support a painful or injured joint.,OrthoSupport-Ultra,OrthoSupport-8894B,SLA - Karnataka,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Worn around the knee to support a painful or injured joint.,580,Dimensions: Standard | Weight: Varies | Refer to manual for specs
362,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: IMP/MD/2020/00347 Issued on: 27-JAN-2020,"Knee Brace / Support, class type: Class A",Worn around the knee to support a painful or injured joint.,OrthoSupport-Pro,OrthoSupport-2304,SLA - Delhi,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Worn around the knee to support a painful or injured joint.,1400,Dimensions: Standard | Weight: Varies | Refer to manual for specs
363,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: IMP/MD/2021/00392 Issued on: 23-JUN-2021,"Knee Brace / Support, class type: Class A",Worn around the knee to support a painful or injured joint.,OrthoSupport-Advance,OrthoSupport-5029B,SLA - Telangana,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Worn around the knee to support a painful or injured joint.,990,Dimensions: Standard | Weight: Varies | Refer to manual for specs
364,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: IMP/MD/2018/00536 Issued on: 19-JAN-2018,"Medical Adhesive Tape, class type: Class A","Used to attach bandages, gauze, and other dressings to skin around wounds.",SurgiTape-Pro,SurgiTape-1165,SLA - Maharashtra,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi","Used to attach bandages, gauze, and other dressings to skin around wounds.",190,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
365,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: IMP/MD/2021/00207 Issued on: 25-DEC-2021,"Medical Adhesive Tape, class type: Class A","Used to attach bandages, gauze, and other dressings to skin around wounds.",SurgiTape-X,SurgiTape-7954X,SLA - Maharashtra,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat","Used to attach bandages, gauze, and other dressings to skin around wounds.",230,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
366,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: IMP/MD/2018/00286 Issued on: 27-JAN-2018,"Medical Adhesive Tape, class type: Class A","Used to attach bandages, gauze, and other dressings to skin around wounds.",SurgiTape-Plus,SurgiTape-5379X,SLA - Tamil Nadu,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana","Used to attach bandages, gauze, and other dressings to skin around wounds.",180,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
